          0     0.0147          0
     1.0000     0.0145          0
     2.0000     0.0228          0
     3.0000     0.0227          0
     4.0000     0.0209          0
     5.0000     0.0225          0
     6.0000     0.0176          0
     7.0000     0.0072          0
     8.0000     0.0147          0
     9.0000     0.0208          0
    10.0000     0.0142          0
    11.0000     0.0035          0
    12.0000     0.0204          0
    13.0000     0.0219          0
    14.0000     0.0081          0
    15.0000     0.0142          0
    16.0000     0.0300          0
    17.0000     0.0413     0.0012
    18.0000     0.0406     0.0014
    19.0000     0.0299     0.0018
    20.0000     0.0297     0.0023
    21.0000     0.0400     0.0031
    22.0000     0.0373     0.0043
    23.0000     0.0259     0.0066
    24.0000     0.0286     0.0113
    25.0000     0.0188     0.0263
    26.0000     0.0982     0.1128
    27.0000     0.2273     0.3280
    28.0000     0.3493     0.4377
    29.0000     0.4117     0.4098
    30.0000     0.3858     0.3676
    31.0000     0.3092     0.3234
    32.0000     0.2693     0.2784
    33.0000     0.2566     0.2360
    34.0000     0.2219     0.1992
    35.0000     0.1931     0.1690
    36.0000     0.1691     0.1448
    37.0000     0.1437     0.1249
    38.0000     0.1360     0.1075
    39.0000     0.1087     0.0919
    40.0000     0.0684     0.0780
    41.0000     0.0631     0.0661
    42.0000     0.0655     0.0564
    43.0000     0.0674     0.0484
    44.0000     0.0528     0.0418
    45.0000     0.0159     0.0359
    46.0000     0.0191     0.0306
    47.0000     0.0260     0.0259
    48.0000     0.0203     0.0219
    49.0000     0.0145     0.0187
    50.0000     0.0056          0
    51.0000     0.0073          0
    52.0000     0.0089          0
    53.0000     0.0200          0
    54.0000     0.0372          0
    55.0000     0.0457          0
    56.0000     0.0408          0
    57.0000     0.0293          0
    58.0000     0.0190          0
    59.0000     0.0180          0
    60.0000     0.0191          0
    61.0000     0.0132          0
    62.0000     0.0116          0
    63.0000     0.0151          0
    64.0000     0.0160          0
    65.0000     0.0192          0
    66.0000     0.0193          0
    67.0000     0.0129          0
    68.0000     0.0131          0
    69.0000     0.0116          0
    70.0000     0.0073          0
    71.0000     0.0114          0
    72.0000     0.0079          0
    73.0000     0.0091          0
    74.0000     0.0090          0
    75.0000     0.0046          0
    76.0000     0.0146          0
    77.0000     0.0192          0
    78.0000     0.0185          0
    79.0000     0.0168          0
    80.0000     0.0196          0
    81.0000     0.0213          0
    82.0000     0.0140          0
    83.0000     0.0017          0
    84.0000     0.0123          0
    85.0000     0.0161          0
    86.0000     0.0090          0
    87.0000     0.0049          0
    88.0000     0.0151          0
    89.0000     0.0169          0
    90.0000     0.0119          0
    91.0000     0.0082          0
    92.0000     0.0108          0
    93.0000     0.0131          0
    94.0000     0.0104          0
    95.0000     0.0036          0
    96.0000     0.0026          0
    97.0000     0.0053          0
    98.0000     0.0064          0
    99.0000     0.0055          0
   100.0000     0.0098          0
   101.0000     0.0164          0
   102.0000     0.0156          0
   103.0000     0.0072          0
   104.0000     0.0068          0
   105.0000     0.0194          0
   106.0000     0.0286          0
   107.0000     0.0254          0
   108.0000     0.0101          0
   109.0000     0.0105          0
   110.0000     0.0172          0
   111.0000     0.0172          0
   112.0000     0.0187          0
   113.0000     0.0178          0
   114.0000     0.0115          0
   115.0000     0.0020          0
   116.0000     0.0107          0
   117.0000     0.0166          0
   118.0000     0.0168          0
   119.0000     0.0159          0
   120.0000     0.0163          0
   121.0000     0.0150          0
   122.0000     0.0161          0
   123.0000     0.0221          0
   124.0000     0.0221          0
   125.0000     0.0159          0
   126.0000     0.0126          0
   127.0000     0.0136          0
   128.0000     0.0147          0
   129.0000     0.0131          0
   130.0000     0.0100          0
   131.0000     0.0098          0
   132.0000     0.0101          0
   133.0000     0.0089          0
   134.0000     0.0077          0
   135.0000     0.0104          0
   136.0000     0.0171          0
   137.0000     0.0203          0
   138.0000     0.0192          0
   139.0000     0.0200          0
   140.0000     0.0181          0
   141.0000     0.0093          0
   142.0000     0.0052          0
   143.0000     0.0141          0
   144.0000     0.0192          0
   145.0000     0.0174          0
   146.0000     0.0107          0
   147.0000     0.0049          0
   148.0000     0.0031          0
   149.0000     0.0083          0
   150.0000     0.0144          0
   151.0000     0.0172          0
   152.0000     0.0181          0
   153.0000     0.0207          0
   154.0000     0.0206          0
   155.0000     0.0153          0
   156.0000     0.0132          0
   157.0000     0.0161          0
   158.0000     0.0161          0
   159.0000     0.0102          0
   160.0000     0.0025          0
   161.0000     0.0117          0
   162.0000     0.0150          0
   163.0000     0.0116          0
   164.0000     0.0144          0
   165.0000     0.0203          0
   166.0000     0.0202          0
   167.0000     0.0170          0
   168.0000     0.0185          0
   169.0000     0.0228          0
   170.0000     0.0212          0
   171.0000     0.0209          0
   172.0000     0.0376          0
   173.0000     0.0495          0
   174.0000     0.0444          0
   175.0000     0.0279          0
   176.0000     0.0139          0
   177.0000     0.0101          0
   178.0000     0.0102          0
   179.0000     0.0103          0
   180.0000     0.0076          0
   181.0000     0.0033          0
   182.0000     0.0053          0
   183.0000     0.0095          0
   184.0000     0.0136          0
   185.0000     0.0126          0
   186.0000     0.0063          0
   187.0000     0.0120          0
   188.0000     0.0160          0
   189.0000     0.0103          0
   190.0000     0.0050          0
   191.0000     0.0098          0
   192.0000     0.0074          0
   193.0000     0.0046          0
   194.0000     0.0046          0
   195.0000     0.0124          0
   196.0000     0.0240          0
   197.0000     0.0312          0
   198.0000     0.0370          0
   199.0000     0.0380          0
   200.0000     0.0247          0
   201.0000     0.0030          0
   202.0000     0.0221          0
   203.0000     0.0242          0
   204.0000     0.0100          0
   205.0000     0.0112          0
   206.0000     0.0115          0
   207.0000     0.0017          0
   208.0000     0.0126          0
   209.0000     0.0113          0
   210.0000     0.0053          0
   211.0000     0.0089          0
   212.0000     0.0110          0
   213.0000     0.0083          0
   214.0000     0.0054          0
   215.0000     0.0099          0
   216.0000     0.0123          0
   217.0000     0.0092          0
   218.0000     0.0096          0
   219.0000     0.0185          0
   220.0000     0.0184          0
   221.0000     0.0111          0
   222.0000     0.0172          0
   223.0000     0.0257          0
   224.0000     0.0253          0
   225.0000     0.0234          0
   226.0000     0.0235          0
   227.0000     0.0199          0
   228.0000     0.0168          0
   229.0000     0.0190          0
   230.0000     0.0210          0
   231.0000     0.0216          0
   232.0000     0.0198          0
   233.0000     0.0143          0
   234.0000     0.0135          0
   235.0000     0.0122          0
   236.0000     0.0088          0
   237.0000     0.0060          0
   238.0000     0.0104          0
   239.0000     0.0162          0
   240.0000     0.0164          0
   241.0000     0.0168          0
   242.0000     0.0240          0
   243.0000     0.0313          0
   244.0000     0.0290          0
   245.0000     0.0172          0
   246.0000     0.0084          0
   247.0000     0.0124          0
   248.0000     0.0179          0
   249.0000     0.0186          0
   250.0000     0.0157          0
   251.0000     0.0198          0
   252.0000     0.0187          0
   253.0000     0.0079          0
   254.0000     0.0167          0
   255.0000     0.0223          0
